tenure,MonthlyCharges,Contract,TotalCharges
4,24.25,Month-to-month,96.05
12,78.1,Month-to-month,947.3
19,88.2,Month-to-month,1775.8
31,96.6,Month-to-month,2877.95
61,64.05,One year,3902.6
8,69.7,Month-to-month,572.85
49,87.2,One year,4345.0
5,51.0,Month-to-month,305.95
35,73.45,One year,2661.1
70,115.65,One year,7968.85
1,101.45,Month-to-month,101.45
31,87.6,Month-to-month,2724.25
13,74.3,Month-to-month,940.35
28,50.8,One year,1386.8
50,70.35,Month-to-month,3454.6
22,20.05,One year,417.0
36,60.7,One year,2234.55
40,106.0,One year,4178.65
19,50.1,Month-to-month,910.45
4,80.85,Month-to-month,302.75
35,86.45,Month-to-month,3029.1
20,68.9,Month-to-month,1370.35
11,20.4,Two year,231.45
9,20.25,One year,172.35
71,99.0,Two year,7061.65
71,20.1,Two year,1389.6
71,113.15,Two year,7993.3
31,79.2,Two year,2497.2
1,69.6,Month-to-month,69.6
31,75.5,One year,2424.45
1,70.9,Month-to-month,70.9
1,69.4,Month-to-month,69.4
67,79.7,Two year,5293.4
43,94.5,Month-to-month,4156.8
21,86.55,Month-to-month,1857.25
61,106.35,Month-to-month,6751.35
72,24.65,Two year,1830.05
6,25.4,Two year,153.3
47,19.75,Two year,948.9
24,20.45,One year,527.35
39,81.4,One year,3213.75
65,25.3,Two year,1748.55
1,85.55,Month-to-month,85.55
6,87.95,Month-to-month,522.35
56,100.65,Month-to-month,5688.05
23,68.75,One year,1689.45
34,20.05,Two year,679.0
21,20.5,Month-to-month,402.85
62,69.4,Two year,4237.5
62,19.85,Two year,1253.65
51,111.5,One year,5703.25
18,56.8,Month-to-month,1074.65
34,73.95,Month-to-month,2524.45
61,94.35,Two year,5703.0
2,49.95,Month-to-month,107.1
72,55.3,Two year,3983.6
53,110.5,One year,5835.5
6,78.95,Month-to-month,494.95
24,84.35,Month-to-month,1938.05
68,70.8,Two year,4859.95
47,60.0,Two year,2768.65
47,85.5,Month-to-month,4042.3
36,19.2,Month-to-month,702.9
9,19.85,Month-to-month,178.8
61,100.7,One year,6018.65
72,79.35,Two year,5753.25
35,54.95,One year,1916.0
25,26.8,One year,733.55
35,101.4,Month-to-month,3496.3
24,57.6,One year,1367.75
56,25.15,Two year,1327.15
26,93.6,Month-to-month,2404.1
72,80.45,Two year,5737.6
37,64.65,One year,2347.85
7,75.15,Month-to-month,496.9
7,73.6,Month-to-month,520.0
69,78.6,One year,5356.45
8,19.6,Two year,125.0
12,30.25,One year,368.85
44,25.7,One year,1110.5
72,81.0,Two year,5750.0
56,94.45,Month-to-month,5124.6
10,20.1,One year,184.4
1,69.1,Month-to-month,69.1
47,54.25,Month-to-month,2538.2
44,20.4,Two year,905.55
3,78.5,Month-to-month,242.05
8,71.15,Month-to-month,563.65
16,20.6,Month-to-month,330.25
72,82.3,Two year,5815.15
1,45.8,Month-to-month,45.8
71,89.45,Two year,6435.25
56,68.45,One year,4014.0
3,19.3,Month-to-month,54.7
11,65.15,Month-to-month,723.35
60,80.55,One year,4847.05
42,105.2,One year,4599.15
2,50.95,Month-to-month,123.05
9,20.45,Month-to-month,147.55
1,75.1,Month-to-month,75.1
52,50.2,Two year,2554.0
35,99.05,Month-to-month,3395.8
20,19.4,Month-to-month,374.5
15,75.35,Month-to-month,1114.55
17,70.8,Month-to-month,1207.0
30,90.25,Month-to-month,2755.35
1,95.85,Month-to-month,95.85
10,85.25,Month-to-month,855.3
13,70.15,Month-to-month,886.7
4,100.2,Month-to-month,420.2
3,70.4,Month-to-month,204.7
59,79.85,One year,4786.1
2,69.75,Month-to-month,144.55
14,80.9,Month-to-month,1152.8
1,25.15,Month-to-month,25.15
43,103.0,Month-to-month,4414.3
16,74.75,Month-to-month,1129.35
53,54.45,Month-to-month,2854.55
4,25.45,Month-to-month,84.2
16,75.1,Month-to-month,1212.85
43,55.45,One year,2444.25
8,81.25,Month-to-month,585.95
6,49.15,Month-to-month,295.65
72,111.6,Two year,8012.75
60,49.75,Month-to-month,3069.45
0,19.7,One year,0.0
2,20.05,Month-to-month,39.25
55,90.15,One year,4916.95
56,98.7,Month-to-month,5669.5
71,84.8,Two year,6152.4
2,62.05,Month-to-month,118.3
64,105.4,Two year,6794.75
42,73.9,One year,3160.55
25,89.05,One year,2177.45
5,49.4,Month-to-month,232.55
72,116.6,Two year,8337.45
33,80.6,Month-to-month,2656.5
32,85.3,Month-to-month,2661.1
5,20.1,One year,85.1
3,74.1,Month-to-month,228.0
6,84.35,Month-to-month,474.9
69,106.5,Two year,7348.8
13,80.5,Month-to-month,1011.8
22,75.0,Month-to-month,1573.95
61,69.9,Two year,4226.7
33,59.45,Month-to-month,1884.65
41,73.0,One year,3001.2
45,113.3,One year,5032.25
70,90.05,Two year,6333.4
55,57.55,Two year,3046.4
52,44.25,One year,2276.1
3,40.15,Month-to-month,130.75
30,100.2,Month-to-month,2983.8
70,45.25,One year,3264.45
9,93.0,Month-to-month,870.25
21,19.8,One year,350.1
55,75.75,One year,4264.25
41,65.0,One year,2531.8
62,26.0,Two year,1638.7
1,79.55,Month-to-month,79.55
67,54.9,Month-to-month,3725.5
63,79.7,One year,4786.15
38,69.0,One year,2669.45
70,57.8,Two year,4039.3
38,19.6,Month-to-month,717.3
5,30.5,Month-to-month,167.2
24,49.7,Month-to-month,1167.8
16,73.85,Month-to-month,1284.2
68,38.9,Two year,2719.2
57,100.6,Month-to-month,5611.7
60,104.35,One year,6339.45
29,71.0,One year,2080.1
9,65.6,One year,593.3
71,25.95,Two year,1801.9
24,54.15,Month-to-month,1240.25
2,49.25,Month-to-month,91.1
66,20.55,Two year,1357.1
54,104.3,Month-to-month,5278.15
72,113.65,Two year,8124.2
52,19.65,Two year,1025.05
71,76.9,Two year,5522.7
5,78.95,Month-to-month,378.4
42,20.25,Two year,835.5
2,44.6,Month-to-month,80.55
11,74.55,Month-to-month,824.75
41,79.9,Month-to-month,3326.2
68,88.0,Two year,6161.9
50,95.05,Month-to-month,4888.7
53,93.9,Month-to-month,5029.2
8,83.55,Month-to-month,680.05
50,104.4,One year,5232.9
50,100.2,Two year,5038.45
8,60.0,Month-to-month,487.75
10,29.75,Month-to-month,301.9
37,24.1,Two year,861.85
49,61.75,Month-to-month,3024.15
17,35.65,Month-to-month,646.05
12,19.7,Two year,258.35
23,99.85,Month-to-month,2331.3
71,58.65,Two year,4145.25
71,77.55,Two year,5574.35
24,89.25,Month-to-month,2210.2
45,78.75,One year,3600.65
42,63.7,One year,2763.35
18,96.05,Month-to-month,1740.7
26,73.5,Two year,1905.7
9,55.35,Month-to-month,449.75
2,44.45,Month-to-month,82.7
5,44.8,Month-to-month,220.45
6,84.2,Month-to-month,519.15
52,110.75,Month-to-month,5832.0
57,74.35,Two year,4317.35
29,75.35,One year,2243.9
67,24.9,Two year,1680.25
42,105.2,Month-to-month,4400.75
12,19.3,One year,228.75
7,34.5,Month-to-month,279.25
12,20.4,Month-to-month,266.6
13,48.75,Month-to-month,633.4
31,71.05,Month-to-month,2168.15
9,29.95,Month-to-month,248.95
63,20.5,One year,1328.15
45,98.7,One year,4525.8
12,79.2,One year,943.85
41,80.25,Month-to-month,3439.0
5,21.05,Month-to-month,113.85
71,46.35,Two year,3353.4
72,78.95,Two year,5730.15
9,69.05,Month-to-month,653.95
51,90.15,One year,4554.85
35,40.9,One year,1383.6
56,100.55,One year,5514.95
18,74.7,Month-to-month,1294.6
44,111.5,Month-to-month,4915.15
48,29.5,Month-to-month,1423.05
11,64.9,One year,697.25
71,106.0,Two year,7723.7
35,81.6,One year,2815.25
24,34.25,Month-to-month,828.2
60,104.7,Two year,6333.8
6,30.5,Month-to-month,208.7
15,20.0,Month-to-month,288.05
21,104.35,Month-to-month,2271.85
33,20.6,One year,690.25
1,20.9,Month-to-month,20.9
58,19.55,Two year,1079.65
10,64.9,One year,685.55
33,24.25,Month-to-month,838.5
1,25.25,Month-to-month,25.25
1,45.95,Month-to-month,45.95
42,73.15,One year,3088.25
1,20.15,Month-to-month,20.15
38,20.1,One year,730.1
5,50.6,Month-to-month,249.95
65,110.0,One year,7138.65
43,33.45,Month-to-month,1500.25
72,84.9,Two year,6065.3
60,94.4,One year,5610.25
55,100.9,One year,5552.05
70,113.05,Two year,7869.05
6,73.85,Month-to-month,401.3
13,104.15,One year,1299.1
8,20.15,Two year,165.5
45,99.7,Two year,4634.35
54,110.35,One year,5893.15
33,83.35,Month-to-month,2757.85
21,75.9,One year,1549.75
55,100.0,One year,5509.3
1,75.3,Month-to-month,75.3
44,68.85,Month-to-month,2958.95
72,87.1,Two year,6230.1
13,61.8,Month-to-month,750.1
36,104.5,Month-to-month,3684.95
71,25.55,Two year,1898.1
9,100.5,Month-to-month,918.6
46,55.0,Month-to-month,2473.95
61,104.4,One year,6405.0
72,77.35,Two year,5396.25
11,74.95,Month-to-month,825.7
2,69.7,Month-to-month,135.2
2,19.35,Month-to-month,46.35
4,79.0,Month-to-month,303.15
3,49.15,Month-to-month,169.05
3,34.8,Month-to-month,113.95
43,64.85,One year,2908.2
61,19.75,Two year,1311.6
49,90.85,Month-to-month,4515.85
34,64.35,One year,2053.05
1,50.15,Month-to-month,50.15
1,45.95,Month-to-month,45.95
61,86.45,Two year,5175.3
4,73.75,Month-to-month,325.45
59,69.1,One year,4096.9
4,45.25,Month-to-month,155.35
0,19.85,Two year,0.0
22,20.3,One year,475.1
72,84.7,Two year,6185.15
15,30.2,Month-to-month,469.65
1,19.3,Month-to-month,19.3
57,95.25,Two year,5464.65
39,86.3,Month-to-month,3266.0
6,19.5,Month-to-month,106.8
16,63.05,Month-to-month,1067.05
39,30.1,Month-to-month,1131.3
4,19.9,Two year,76.65
59,106.75,Month-to-month,6252.9
69,84.45,One year,5848.6
24,70.3,Month-to-month,1706.45
6,20.4,Two year,107.6
9,94.05,Month-to-month,811.65
8,19.5,Two year,159.35
30,19.65,Month-to-month,655.85
62,71.4,One year,4487.3
35,21.1,One year,741.0
55,19.15,One year,998.1
2,60.85,Month-to-month,111.4
29,94.45,Month-to-month,2653.65
2,74.95,Month-to-month,151.75
33,54.6,Month-to-month,1803.7
5,75.9,Month-to-month,357.75
1,69.2,Month-to-month,69.2
72,105.5,Two year,7544.0
43,89.55,Month-to-month,3856.75
10,74.75,Month-to-month,799.65
70,26.0,Two year,2006.95
24,96.0,Month-to-month,2122.45
23,19.5,Month-to-month,470.2
43,51.25,One year,2151.6
1,19.1,Month-to-month,19.1
24,80.25,Month-to-month,1861.5
65,103.9,One year,6767.1
56,109.6,Month-to-month,5953.0
1,79.1,Month-to-month,79.1
28,105.8,Month-to-month,2998.0
13,29.15,Month-to-month,357.15
8,80.1,Month-to-month,679.3
3,70.15,Month-to-month,194.2
1,19.95,Month-to-month,19.95
26,89.15,Month-to-month,2277.65
1,75.75,Month-to-month,75.75
5,20.5,Month-to-month,104.3
28,94.5,Month-to-month,2659.4
11,58.95,Month-to-month,601.6
11,104.05,Month-to-month,1133.65
66,80.45,Month-to-month,5224.35
56,19.95,One year,1126.75
53,25.1,Two year,1275.6
3,31.0,Month-to-month,95.05
72,117.35,Two year,8436.25
6,70.55,Month-to-month,433.95
71,114.6,Two year,8100.25
15,19.8,Month-to-month,309.4
57,69.85,Two year,4003.0
68,24.55,Two year,1657.4
13,31.05,Month-to-month,347.25
71,24.7,Two year,1810.55
5,40.0,Month-to-month,223.45
18,89.6,One year,1633.0
36,94.7,Month-to-month,3512.5
63,84.65,Two year,5377.8
39,54.85,One year,2191.7
3,19.55,Month-to-month,61.05
32,20.05,Two year,614.45
4,70.2,Month-to-month,280.35
32,93.2,Month-to-month,2931.0
15,74.2,Month-to-month,1133.9
5,81.0,Month-to-month,371.65
9,20.35,Two year,191.1
31,81.15,One year,2545.75
1,49.5,Month-to-month,49.5
1,81.05,Month-to-month,81.05
2,100.2,Month-to-month,198.5
35,23.3,Two year,797.1
5,19.55,One year,99.6
3,50.15,Month-to-month,168.15
12,49.05,Month-to-month,593.05
56,24.15,Two year,1402.25
72,24.75,Two year,1859.1
1,69.4,Month-to-month,69.4
1,84.8,Month-to-month,84.8
26,90.1,One year,2312.55
13,49.15,Month-to-month,649.4
15,65.6,One year,1010.0
68,95.9,Month-to-month,6503.2
27,101.25,Month-to-month,2754.45
5,69.35,Month-to-month,341.6
64,25.0,Two year,1584.8
16,65.2,Month-to-month,1043.35
2,79.65,Month-to-month,152.7
52,39.1,Two year,1982.1
15,25.05,Two year,369.1
41,109.1,One year,4454.25
20,71.3,Month-to-month,1389.2
32,19.3,One year,593.2
1,50.45,Month-to-month,50.45
72,83.3,Two year,6042.7
34,84.75,Two year,2839.45
44,19.55,Two year,819.95
72,75.1,Two year,5336.35
8,94.75,Month-to-month,759.55
7,34.2,Month-to-month,256.6
59,19.85,Two year,1188.25
3,96.6,Month-to-month,291.9
41,98.8,Two year,3959.15
61,25.3,Two year,1554.9
29,80.15,Month-to-month,2265.25
48,19.55,Two year,883.35
1,20.15,Month-to-month,20.15
64,24.8,Two year,1514.85
58,20.75,Two year,1185.95
29,84.9,Month-to-month,2516.2
7,94.7,Month-to-month,673.1
67,111.05,Two year,7321.05
5,70.0,One year,347.4
27,52.85,Two year,1498.65
4,48.55,Month-to-month,201.0
1,20.05,Month-to-month,20.05
4,19.95,Month-to-month,82.9
6,19.65,Month-to-month,100.9
1,33.6,Month-to-month,33.6
49,84.35,One year,4059.35
2,55.05,Month-to-month,102.75
16,84.9,Month-to-month,1398.25
1,25.4,Month-to-month,25.4
25,69.75,Month-to-month,1729.35
25,53.65,One year,1355.45
72,110.75,Two year,7751.7
10,20.0,Month-to-month,198.7
54,84.4,One year,4484.05
1,49.25,Month-to-month,49.25
66,66.9,Two year,4370.25
4,65.55,Month-to-month,237.2
7,20.35,Month-to-month,150.6
69,56.55,Two year,3952.65
8,95.65,Month-to-month,778.1
25,55.55,Month-to-month,1405.3
37,101.1,Month-to-month,3744.05
1,19.7,Month-to-month,19.7
4,24.1,One year,73.1
10,33.9,Month-to-month,298.45
13,35.4,Two year,450.4
12,78.85,One year,876.75
61,25.45,Two year,1538.6
65,99.35,Two year,6347.55
56,64.65,One year,3665.55
51,81.15,One year,4126.2
43,91.25,One year,4013.8
1,49.9,Month-to-month,49.9
3,54.2,Month-to-month,140.4
19,39.7,Month-to-month,710.05
45,107.75,Month-to-month,4882.8
68,100.2,Month-to-month,6851.65
1,20.5,Month-to-month,20.5
32,89.6,Month-to-month,2901.8
59,34.8,One year,1980.3
45,20.35,Two year,929.2
24,104.25,Month-to-month,2433.9
63,89.4,Two year,5597.65
29,51.6,Month-to-month,1442.0
55,85.5,Month-to-month,4713.4
8,84.95,Month-to-month,668.4
34,25.05,Month-to-month,852.7
1,70.25,Month-to-month,70.25
10,54.95,Month-to-month,568.85
71,73.35,Two year,5154.5
5,55.75,Month-to-month,266.95
31,79.3,One year,2484.0
1,74.6,Month-to-month,74.6
20,88.7,Month-to-month,1761.45
19,20.2,Month-to-month,382.2
72,112.6,Two year,8126.65
11,25.0,Two year,300.7
4,90.05,Month-to-month,368.1
25,104.95,Month-to-month,2566.5
45,24.7,One year,1174.35
64,108.95,Month-to-month,7111.3
4,20.7,Month-to-month,83.75
34,19.7,Month-to-month,675.6
48,70.1,Two year,3238.4
24,79.65,Month-to-month,1928.7
8,60.9,Month-to-month,551.95
67,104.0,Two year,7039.05
14,66.6,Month-to-month,979.5
10,29.65,Month-to-month,291.4
42,97.1,One year,4016.75
15,20.05,Month-to-month,284.3
2,45.85,Month-to-month,105.6
45,105.15,Month-to-month,4730.9
4,84.05,Month-to-month,333.55
67,108.75,Two year,7156.2
12,56.65,Month-to-month,654.85
60,95.75,Month-to-month,5742.9
1,50.6,Month-to-month,50.6
1,70.6,Month-to-month,70.6
1,19.9,Month-to-month,19.9
8,43.45,One year,345.5
5,89.8,Month-to-month,502.6
1,69.15,Month-to-month,69.15
58,20.5,Two year,1191.4
72,108.95,Two year,7875.0
23,25.1,Two year,611.45
5,96.5,Month-to-month,492.55
70,39.15,Two year,2692.75
12,84.5,Month-to-month,916.9
7,69.9,Month-to-month,497.3
1,45.65,Month-to-month,45.65
44,54.3,One year,2317.1
46,81.0,Two year,3846.35
20,19.6,Month-to-month,356.15
32,93.95,Month-to-month,2861.45
1,20.3,Month-to-month,20.3
67,85.25,Two year,5714.2
29,98.65,Month-to-month,2862.75
72,23.3,One year,1623.15
12,101.35,Month-to-month,1218.55
27,71.6,Month-to-month,1957.1
56,115.85,Two year,6567.9
62,100.15,One year,6413.65
11,34.7,Month-to-month,383.55
30,74.75,Month-to-month,2111.3
40,19.65,Two year,830.25
38,24.85,Month-to-month,955.75
28,29.75,Month-to-month,790.7
1,94.4,Month-to-month,94.4
12,45.0,Month-to-month,524.35
24,78.4,One year,1832.4
72,25.1,Two year,1789.9
3,82.3,Month-to-month,214.4
72,115.5,Two year,8425.15
4,25.25,Month-to-month,101.9
3,76.1,Month-to-month,257.6
1,49.55,Month-to-month,49.55
43,77.85,Month-to-month,3365.85
10,40.7,Month-to-month,449.3
2,44.3,Month-to-month,89.3
15,18.8,One year,294.95
3,74.6,Month-to-month,239.05
65,59.95,Two year,3921.1
27,20.1,One year,562.6
1,74.4,Month-to-month,74.4
35,20.6,One year,754.0
2,46.6,Month-to-month,87.9
60,99.65,Two year,5941.05
49,19.45,One year,921.3
3,35.45,Month-to-month,106.85
24,19.9,One year,533.5
62,89.1,Two year,5411.65
25,89.1,Month-to-month,2368.4
10,88.85,Month-to-month,929.45
67,54.2,Two year,3838.2
7,84.8,Month-to-month,546.95
24,81.0,Month-to-month,1923.85
72,116.05,Two year,8404.9
53,73.9,Two year,3958.25
2,86.85,Month-to-month,156.35
5,75.55,Month-to-month,413.65
52,35.45,One year,1958.95
72,74.35,Two year,5237.4
70,79.25,Two year,5731.85
9,20.15,One year,163.7
2,19.5,Month-to-month,27.55
28,59.9,One year,1654.7
72,85.95,Two year,6151.9
42,40.15,Month-to-month,1626.05
11,102.0,Month-to-month,1145.35
61,49.7,One year,2961.4
63,75.7,Two year,4676.7
1,45.85,Month-to-month,45.85
23,48.35,One year,1067.15
61,20.25,Two year,1278.8
7,19.5,One year,128.6
14,20.4,One year,275.7
23,88.45,Month-to-month,2130.55
9,91.75,Month-to-month,865.8
11,99.55,Month-to-month,1131.2
48,75.15,One year,3772.65
63,19.95,Two year,1234.8
6,99.95,Month-to-month,547.65
5,50.95,Month-to-month,229.4
70,88.0,Two year,5986.45
8,66.25,Month-to-month,546.45
46,24.95,One year,1165.9
6,19.55,Month-to-month,128.6
68,84.4,Two year,5746.75
31,20.65,Month-to-month,702.05
23,20.05,One year,415.1
6,83.9,Month-to-month,497.55
1,50.75,Month-to-month,50.75
2,79.45,Month-to-month,145.15
43,94.3,Month-to-month,3953.15
46,19.75,Two year,856.5
49,99.25,One year,4920.8
51,94.8,One year,4837.6
28,92.9,One year,2768.35
65,91.85,Month-to-month,5940.85
51,83.4,Month-to-month,4149.45
1,20.65,Month-to-month,20.65
1,75.35,Month-to-month,75.35
24,20.4,One year,482.8
48,34.7,One year,1604.5
1,80.3,Month-to-month,80.3
2,54.15,Month-to-month,101.65
27,55.45,One year,1477.65
1,49.9,Month-to-month,49.9
70,58.4,One year,4113.15
35,75.35,Month-to-month,2636.05
67,49.35,One year,3321.35
2,45.85,Month-to-month,81.0
15,20.55,One year,295.95
1,19.55,Month-to-month,19.55
62,24.8,One year,1476.25
36,20.25,Two year,717.95
1,20.1,Month-to-month,20.1
72,104.8,Two year,7470.1
70,79.4,One year,5528.9
1,53.95,Month-to-month,53.95
24,58.35,One year,1346.9
45,62.7,One year,2791.5
29,19.8,One year,572.2
33,88.6,Month-to-month,2888.7
7,100.4,Month-to-month,715.0
7,80.3,Month-to-month,526.7
18,73.15,Month-to-month,1305.95
2,19.25,Month-to-month,48.35
66,79.85,Two year,5234.95
3,19.6,Month-to-month,59.75
72,26.45,Two year,1914.5
72,66.75,Two year,4760.3
13,45.3,Month-to-month,528.45
24,85.95,Month-to-month,2107.15
70,74.8,Two year,5315.8
71,97.2,Two year,6910.3
56,59.5,Two year,3389.25
6,93.55,Month-to-month,536.4
1,45.3,Month-to-month,45.3
21,44.95,Month-to-month,926.25
14,65.45,Month-to-month,937.6
13,65.85,Month-to-month,902.25
12,94.2,Month-to-month,1046.1
65,90.65,Month-to-month,5931.0
30,84.3,Month-to-month,2438.6
2,24.5,Month-to-month,46.4
12,20.1,Month-to-month,232.4
56,107.25,One year,6033.3
67,92.45,Two year,6140.85
4,50.9,Month-to-month,225.6
65,94.4,Month-to-month,6126.15
60,101.15,Two year,6067.4
37,99.5,Month-to-month,3762.0
72,19.8,Two year,1468.75
52,100.3,One year,5244.45
13,106.9,Month-to-month,1364.3
56,96.85,Month-to-month,5219.65
51,20.65,Two year,1020.75
7,58.85,Month-to-month,465.7
17,94.2,Month-to-month,1608.15
18,20.05,Two year,388.6
50,99.4,One year,5059.75
32,54.65,Month-to-month,1830.1
1,74.7,Month-to-month,74.7
46,94.65,One year,4312.5
16,19.75,Month-to-month,313.4
1,70.8,Month-to-month,70.8
51,98.85,One year,4947.55
25,108.9,Two year,2809.05
8,43.55,Month-to-month,335.4
33,53.75,One year,1857.3
54,65.3,Two year,3512.9
18,25.1,Two year,428.45
27,20.55,One year,583.3
68,101.05,One year,6770.5
59,25.45,Two year,1534.05
56,76.85,Month-to-month,4275.75
72,25.4,Two year,1809.35
54,72.1,One year,3886.05
47,20.55,Two year,945.7
50,43.05,One year,2208.05
71,104.15,Two year,7365.3
1,44.75,Month-to-month,44.75
3,75.5,Month-to-month,220.6
21,35.1,Two year,770.4
66,50.55,Two year,3364.55
48,95.5,Two year,4627.85
47,100.05,Month-to-month,4871.05
60,23.95,One year,1506.4
37,90.6,One year,3358.65
18,80.55,Month-to-month,1406.65
72,89.85,Two year,6562.9
6,90.75,Month-to-month,512.25
33,93.55,One year,3055.5
35,96.75,Month-to-month,3403.4
37,78.9,Month-to-month,2976.95
1,69.65,Month-to-month,69.65
71,24.45,Two year,1730.65
16,85.05,Month-to-month,1391.15
54,74.0,Month-to-month,3919.15
72,85.3,Two year,6129.2
12,79.8,Month-to-month,1001.2
69,20.15,Two year,1337.5
24,102.95,Month-to-month,2496.7
8,19.75,One year,145.0
11,54.55,Month-to-month,601.25
9,43.75,Month-to-month,405.7
34,78.3,Month-to-month,2564.3
66,47.4,Two year,3177.25
41,20.65,Two year,875.55
16,19.35,Month-to-month,275.9
65,105.1,Two year,6631.85
27,20.3,One year,595.05
68,105.75,One year,7322.5
23,106.4,Month-to-month,2483.5
33,20.35,Two year,689.75
25,89.5,Month-to-month,2196.15
72,114.45,Two year,8100.55
39,20.45,Two year,790.0
62,20.0,Two year,1250.1
53,19.75,Two year,1052.35
53,99.5,Two year,5424.25
18,82.0,One year,1425.45
62,89.1,Month-to-month,5618.3
70,65.3,Two year,4759.75
27,104.65,One year,2964.0
61,103.3,One year,6518.35
53,103.85,Month-to-month,5485.5
54,103.95,One year,5639.05
64,111.6,Two year,7099.0
30,99.7,Month-to-month,2967.35
50,20.55,Two year,1070.25
38,104.85,One year,3887.25
72,98.65,Two year,7129.45
39,105.65,Month-to-month,4284.8
30,64.5,Month-to-month,1888.45
26,95.0,Month-to-month,2497.2
6,85.95,Month-to-month,514.6
16,53.9,Month-to-month,834.15
51,56.15,One year,2898.95
17,98.6,One year,1704.95
1,78.8,Month-to-month,78.8
62,20.05,Two year,1201.65
13,64.75,One year,877.35
64,73.05,One year,4688.65
44,84.8,Month-to-month,3626.35
16,112.95,Month-to-month,1882.55
15,24.8,Month-to-month,324.15
36,40.65,Two year,1547.35
1,90.85,Month-to-month,90.85
24,70.0,Month-to-month,1732.6
60,19.85,Two year,1128.1
3,91.5,Month-to-month,242.95
16,90.8,Month-to-month,1442.2
66,85.9,Two year,5595.3
66,104.25,One year,6860.6
45,20.4,One year,930.45
43,110.75,Month-to-month,4687.9
71,19.8,Two year,1388.45
1,45.05,Month-to-month,45.05
1,71.0,Month-to-month,71.0
20,81.45,Month-to-month,1671.6
65,53.5,Two year,3517.9
19,20.0,Month-to-month,377.55
36,20.0,One year,666.75
71,108.6,Two year,7690.9
1,24.8,Month-to-month,24.8
33,68.25,Month-to-month,2171.15
71,54.5,Two year,3778.2
13,67.8,Month-to-month,842.25
29,19.4,Two year,554.25
13,71.95,Month-to-month,923.85
22,56.75,Two year,1304.85
7,99.25,Month-to-month,665.45
47,25.4,Month-to-month,1139.2
26,20.3,Month-to-month,511.25
13,59.9,Month-to-month,788.35
26,89.8,Month-to-month,2335.3
2,20.4,Month-to-month,42.9
4,24.45,Month-to-month,86.6
52,80.95,Two year,4233.95
3,91.05,Month-to-month,289.1
62,110.75,One year,7053.35
70,93.9,Two year,6579.05
71,104.1,One year,7412.25
69,35.75,One year,2492.25
35,26.2,One year,954.9
63,102.6,Two year,6296.75
69,105.4,Two year,6998.95
72,99.9,Two year,7251.7
36,80.4,Month-to-month,2937.65
33,72.75,Month-to-month,2447.45
28,89.9,Month-to-month,2433.5
27,19.6,Two year,561.15
1,74.1,One year,74.1
72,38.5,Two year,2763.0
63,98.0,Two year,6218.45
12,69.85,Month-to-month,837.5
12,25.4,Two year,313.0
70,113.0,Two year,7987.6
1,45.35,Month-to-month,45.35
20,89.1,Month-to-month,1879.25
72,25.0,Two year,1849.2
5,75.65,Month-to-month,399.45
39,25.25,One year,947.75
1,54.3,Month-to-month,54.3
15,55.2,One year,864.55
72,24.55,Two year,1750.7
24,35.75,Two year,830.8
34,103.8,One year,3470.8
9,79.55,Month-to-month,723.4
72,88.05,Two year,6425.65
8,21.05,Month-to-month,139.75
6,19.0,One year,105.5
36,87.55,Month-to-month,3078.1
72,25.4,Two year,1710.9
8,49.85,Month-to-month,365.55
44,20.05,Two year,845.25
18,69.8,Month-to-month,1221.65
39,99.95,Month-to-month,3767.4
60,95.4,One year,5812.0
1,39.65,Month-to-month,39.65
21,20.0,Month-to-month,417.7
60,84.95,Two year,4984.85
62,70.75,One year,4263.45
8,19.8,One year,160.05
65,25.1,Two year,1725.0
17,20.75,One year,418.25
60,61.4,Two year,3638.25
11,19.25,Month-to-month,180.3
2,19.95,Month-to-month,38.15
21,103.9,Month-to-month,2254.2
66,103.1,Month-to-month,6595.0
16,18.95,Two year,326.8
66,75.1,One year,5013.0
46,79.2,Two year,3593.8
70,90.25,One year,6385.95
72,20.35,Two year,1354.4
1,44.6,Month-to-month,44.6
1,24.0,Month-to-month,24.0
8,100.6,Month-to-month,819.4
2,49.2,Month-to-month,103.7
1,19.2,Month-to-month,19.2
17,20.5,One year,365.8
58,50.0,One year,2919.85
59,86.75,Two year,5186.0
12,89.4,Month-to-month,1095.65
3,63.6,Month-to-month,155.65
32,50.6,Month-to-month,1653.45
7,24.7,Month-to-month,149.05
8,19.9,One year,153.95
22,85.1,Month-to-month,1873.7
66,96.6,Two year,6424.25
23,75.4,Month-to-month,1643.55
1,86.0,Month-to-month,86.0
21,65.35,Month-to-month,1424.4
9,74.75,Month-to-month,706.6
44,56.25,Month-to-month,2419.55
15,79.4,Month-to-month,1156.1
67,74.0,Two year,4868.4
56,98.25,One year,5508.35
4,29.05,Month-to-month,129.6
43,79.15,Two year,3566.6
61,82.15,Month-to-month,4904.85
44,65.4,One year,2774.55
9,75.85,Month-to-month,647.5
72,115.8,Two year,8476.5
7,95.35,Month-to-month,660.9
9,44.4,Month-to-month,348.15
51,19.95,Two year,1028.75
66,29.45,One year,1983.15
14,24.8,One year,321.7
10,20.15,Two year,220.8
17,19.35,One year,307.0
48,95.4,Month-to-month,4445.3
19,19.95,Two year,373.5
1,19.3,Month-to-month,19.3
63,19.55,Two year,1245.6
67,105.05,Two year,7171.7
63,63.55,Two year,4014.2
71,69.2,One year,4982.5
