tenure,MonthlyCharges,Contract,TotalCharges,Churn
45,89.3,Month-to-month,4192.15,No
70,20.15,Two year,1411.2,No
2,79.75,Month-to-month,164.5,Yes
27,94.55,Month-to-month,2724.6,Yes
12,20.05,Two year,264.55,No
72,67.2,Two year,4671.7,No
12,94.55,Month-to-month,1173.55,No
5,69.05,Month-to-month,318.5,Yes
71,107.5,Month-to-month,7713.55,No
35,73.0,One year,2471.25,No
70,114.75,Two year,7842.3,No
31,76.05,Month-to-month,2227.8,No
52,96.25,Two year,4990.25,Yes
37,101.1,Month-to-month,3744.05,Yes
69,104.7,One year,7220.35,Yes
30,77.9,Month-to-month,2351.45,No
33,90.65,Month-to-month,2989.6,No
54,110.45,Two year,6077.75,No
59,68.7,One year,4070.95,No
55,44.85,Month-to-month,2479.05,No
69,29.8,One year,2134.3,No
66,88.9,One year,6000.1,No
37,58.75,One year,2203.1,No
9,19.85,One year,183.15,No
69,86.9,Two year,6194.1,No
10,59.65,Month-to-month,638.95,No
40,55.25,Month-to-month,2139.2,Yes
13,66.4,Month-to-month,831.75,No
6,90.1,Month-to-month,521.3,Yes
69,20.15,Two year,1337.5,No
66,108.1,One year,7181.95,No
11,53.75,Month-to-month,608.0,Yes
46,56.9,One year,2560.1,No
6,89.3,Month-to-month,577.6,Yes
56,109.6,Month-to-month,5953.0,No
70,25.15,Two year,1790.15,No
33,79.15,One year,2531.4,No
72,66.75,Two year,4760.3,No
3,95.2,Month-to-month,292.85,Yes
19,48.8,Month-to-month,953.65,No
5,45.7,Month-to-month,198.0,Yes
71,80.7,Two year,5705.05,No
8,74.5,Month-to-month,609.9,Yes
1,20.55,Month-to-month,20.55,No
1,79.65,Month-to-month,79.65,Yes
61,115.1,One year,6993.65,No
71,59.7,Two year,4122.65,No
68,86.45,One year,5762.95,No
46,33.7,One year,1537.85,No
33,80.1,One year,2603.3,No
53,104.05,Two year,5566.4,No
50,108.75,Month-to-month,5431.9,No
57,41.1,One year,2258.25,No
54,20.35,Two year,1092.35,No
60,105.9,Month-to-month,6401.25,No
28,101.3,Month-to-month,2812.2,Yes
1,80.05,Month-to-month,80.05,Yes
29,89.2,Month-to-month,2698.35,Yes
10,65.5,Month-to-month,616.9,No
43,40.45,Month-to-month,1912.85,No
13,70.45,Month-to-month,849.1,No
43,78.8,Two year,3460.3,No
19,83.65,Month-to-month,1465.75,Yes
1,90.1,Month-to-month,90.1,No
69,82.45,Two year,5555.3,No
61,20.25,Two year,1278.8,No
43,66.25,Month-to-month,2907.35,No
6,19.5,Month-to-month,146.3,Yes
1,51.25,Month-to-month,51.25,Yes
56,89.7,Month-to-month,4952.95,No
70,64.55,Two year,4504.9,No
1,45.6,Month-to-month,45.6,Yes
49,93.65,One year,4520.15,No
6,49.65,Month-to-month,267.35,Yes
32,73.6,Two year,2316.85,No
72,109.75,Two year,8075.35,No
37,61.45,Two year,2302.35,No
69,106.4,One year,7251.9,No
26,81.9,Month-to-month,2078.55,No
58,105.2,One year,6225.4,No
24,54.6,One year,1242.25,No
5,20.55,One year,99.45,No
15,20.0,Month-to-month,288.05,Yes
30,19.7,Two year,599.25,No
55,66.05,One year,3462.1,No
25,34.0,Month-to-month,853.0,Yes
10,92.5,Month-to-month,934.1,Yes
44,54.05,Two year,2375.2,No
47,58.9,One year,2813.05,No
13,88.35,Month-to-month,1222.8,Yes
49,107.95,Two year,5293.2,Yes
64,96.9,One year,6314.35,No
1,19.1,Month-to-month,19.1,No
20,50.0,Month-to-month,1003.05,No
37,45.4,Two year,1593.1,No
30,85.45,Month-to-month,2509.95,No
38,84.1,One year,3187.65,No
1,74.45,Month-to-month,74.45,Yes
37,64.75,Month-to-month,2345.2,Yes
52,66.25,Two year,3330.1,No
71,76.9,Two year,5522.7,No
26,89.8,Month-to-month,2335.3,Yes
66,74.6,Two year,4798.4,No
72,116.95,Two year,8594.4,No
25,40.65,One year,970.55,No
69,114.35,Two year,7665.8,No
53,69.7,Two year,3686.05,No
12,95.5,One year,1115.15,Yes
26,98.65,Month-to-month,2537.0,No
21,61.65,Month-to-month,1393.6,No
1,89.35,Month-to-month,89.35,No
48,95.4,Month-to-month,4445.3,No
26,35.4,One year,978.6,No
60,19.95,Two year,1258.15,No
18,19.25,Month-to-month,331.35,No
10,29.65,Month-to-month,291.4,Yes
5,84.5,Month-to-month,453.75,Yes
4,20.4,One year,84.75,No
65,24.75,Two year,1715.1,No
70,25.35,Two year,1715.15,No
18,90.7,Month-to-month,1597.25,Yes
62,20.0,Two year,1250.1,No
66,59.75,Two year,3996.8,No
65,82.5,Two year,5215.1,No
3,70.3,Month-to-month,235.5,Yes
34,20.35,Month-to-month,673.2,No
16,90.8,Month-to-month,1442.2,No
54,103.95,One year,5639.05,Yes
50,104.95,Month-to-month,5222.35,No
71,105.25,Two year,7291.75,No
10,74.75,Month-to-month,799.65,Yes
1,50.8,Month-to-month,50.8,Yes
18,23.75,One year,424.5,No
4,61.3,Month-to-month,249.4,No
58,75.8,Two year,4415.75,No
56,98.0,One year,5270.6,No
2,80.25,Month-to-month,144.55,Yes
32,78.9,Month-to-month,2447.95,Yes
56,52.0,One year,2884.9,No
36,84.75,Month-to-month,3050.15,Yes
4,64.4,Month-to-month,253.0,No
53,85.45,Month-to-month,4517.25,Yes
10,45.8,Month-to-month,436.2,No
4,30.5,Month-to-month,118.4,No
1,19.9,Month-to-month,19.9,Yes
51,69.15,Month-to-month,3649.6,No
12,99.45,Month-to-month,1200.15,Yes
6,49.25,One year,255.6,No
63,39.35,Two year,2395.05,No
1,70.6,Month-to-month,70.6,Yes
48,105.1,Month-to-month,5083.55,No
5,81.0,Month-to-month,389.6,Yes
35,20.1,One year,644.5,No
6,84.85,Month-to-month,523.5,Yes
2,19.75,Month-to-month,39.3,No
50,19.75,One year,989.05,No
33,70.4,Month-to-month,2406.1,No
31,20.45,Two year,638.55,No
9,20.35,Two year,191.1,No
54,86.2,Month-to-month,4524.05,No
46,95.65,One year,4664.2,No
34,103.8,One year,3470.8,No
71,97.2,Two year,6910.3,No
63,63.55,Two year,4014.2,No
51,24.95,Two year,1288.0,No
26,89.15,Month-to-month,2277.65,Yes
64,99.0,Two year,6375.8,No
1,24.8,Month-to-month,24.8,Yes
61,85.55,One year,5251.75,No
15,94.0,Month-to-month,1505.45,No
64,105.65,One year,6903.1,Yes
18,50.3,Month-to-month,913.3,No
57,95.0,One year,5535.8,No
14,61.4,Two year,815.55,No
18,80.55,Month-to-month,1411.65,No
72,78.5,Two year,5602.25,No
70,114.3,Two year,8244.3,No
38,20.05,Two year,741.5,No
68,62.65,Two year,4375.8,No
13,80.85,Month-to-month,1008.7,Yes
65,92.7,Two year,5968.4,No
30,100.45,Month-to-month,3096.9,No
51,75.2,Two year,3901.25,No
31,84.75,Month-to-month,2613.4,No
9,89.45,Month-to-month,853.1,Yes
72,79.5,Two year,5661.7,No
10,72.15,Month-to-month,794.25,Yes
37,19.8,One year,695.05,No
2,76.4,Month-to-month,160.8,Yes
55,100.9,One year,5552.05,No
33,95.3,Month-to-month,3275.15,No
46,90.95,One year,4236.6,No
1,54.5,Month-to-month,54.5,No
20,61.6,Month-to-month,1174.35,Yes
9,79.9,Month-to-month,741.7,Yes
32,96.15,Month-to-month,3019.25,Yes
19,49.6,Month-to-month,962.9,No
70,65.3,Two year,4759.75,Yes
61,25.0,Two year,1498.35,No
26,45.45,Month-to-month,1233.15,No
45,107.75,Month-to-month,4882.8,No
62,89.1,Two year,5411.65,No
1,19.65,Month-to-month,19.65,Yes
3,44.75,Month-to-month,148.05,No
41,101.6,One year,3930.55,No
67,103.15,Two year,6895.5,No
1,84.65,Month-to-month,84.65,Yes
71,95.65,One year,6856.95,No
37,75.1,One year,2658.8,No
60,61.35,Two year,3766.2,No
1,69.55,Month-to-month,69.55,Yes
6,19.7,Month-to-month,129.55,No
13,31.05,Month-to-month,347.25,Yes
11,51.0,Month-to-month,581.7,No
7,51.0,Month-to-month,354.05,Yes
10,88.85,Month-to-month,929.45,No
34,20.05,Two year,679.0,No
62,65.1,Two year,3846.75,No
64,70.15,One year,4480.7,No
1,44.35,Month-to-month,44.35,Yes
25,20.75,Two year,499.4,No
26,56.05,One year,1553.2,No
10,19.95,One year,219.5,No
53,98.6,One year,5311.85,No
7,79.7,Month-to-month,586.05,Yes
33,79.0,Month-to-month,2576.8,No
71,89.45,Two year,6435.25,No
29,74.2,Month-to-month,1993.25,No
24,81.0,Month-to-month,1923.85,No
20,49.6,Month-to-month,939.8,No
1,84.6,Month-to-month,84.6,No
54,55.0,Month-to-month,3092.65,Yes
5,84.85,Month-to-month,415.55,Yes
72,84.2,Two year,5986.55,No
52,106.3,Two year,5487.0,No
9,69.05,Month-to-month,651.5,No
1,45.4,Month-to-month,45.4,No
1,73.65,Month-to-month,73.65,Yes
33,73.9,One year,2405.05,Yes
55,77.75,Month-to-month,4458.15,Yes
69,99.35,Two year,6856.45,No
1,50.75,Month-to-month,50.75,No
54,87.1,Two year,4735.2,No
33,20.15,One year,682.15,No
45,98.7,One year,4525.8,No
11,25.2,Month-to-month,321.05,No
6,55.7,Month-to-month,335.65,No
21,65.35,Month-to-month,1424.4,No
65,25.3,Two year,1748.55,No
6,84.35,Month-to-month,474.9,Yes
8,84.95,Month-to-month,668.4,Yes
11,73.85,Month-to-month,926.25,Yes
43,24.25,Two year,1077.95,No
49,51.8,One year,2541.25,Yes
1,46.0,Month-to-month,46.0,Yes
15,79.4,Month-to-month,1156.1,Yes
60,60.5,Two year,3694.45,No
17,25.1,Month-to-month,382.8,No
16,71.8,Month-to-month,1167.8,Yes
35,20.05,One year,746.75,No
44,88.4,One year,3912.9,Yes
12,30.25,One year,368.85,No
1,20.2,Month-to-month,20.2,No
28,59.9,One year,1654.7,No
70,25.15,Two year,1940.85,No
5,46.0,Month-to-month,221.7,Yes
18,101.3,Month-to-month,1794.65,No
70,76.95,Two year,5289.8,No
9,55.3,Month-to-month,501.2,No
67,92.45,Two year,6140.85,No
1,48.45,Month-to-month,48.45,No
18,19.35,Two year,309.25,No
4,51.75,Month-to-month,201.1,Yes
71,86.7,One year,6179.35,No
30,94.4,Month-to-month,2838.7,Yes
1,55.7,Month-to-month,55.7,No
55,84.25,One year,4589.85,No
59,64.65,Month-to-month,3735.45,No
1,70.15,Month-to-month,70.15,Yes
7,69.2,Month-to-month,477.55,No
45,54.65,Two year,2553.7,No
54,24.75,One year,1342.15,No
51,23.95,One year,1216.35,No
72,105.0,One year,7578.05,No
44,59.85,One year,2603.95,No
2,20.05,Month-to-month,42.7,No
66,92.15,One year,6056.9,No
68,44.8,One year,2983.65,No
31,20.9,Two year,689.35,No
21,95.4,Month-to-month,2025.1,No
21,80.35,Month-to-month,1747.2,No
55,85.1,Two year,4657.95,No
9,34.7,Month-to-month,296.1,Yes
71,115.05,Two year,8016.6,No
1,81.1,Month-to-month,81.1,Yes
22,19.95,One year,433.5,No
1,20.55,Month-to-month,20.55,Yes
61,106.6,Two year,6428.4,Yes
67,86.15,Two year,5883.85,No
14,78.85,Month-to-month,1043.8,No
59,106.75,Month-to-month,6252.9,Yes
21,86.55,Month-to-month,1857.25,No
4,42.4,Month-to-month,146.4,No
3,89.45,Month-to-month,240.45,Yes
70,24.25,Two year,1724.15,No
3,97.9,Month-to-month,315.3,Yes
21,20.5,One year,429.55,No
20,19.6,Month-to-month,356.15,No
22,20.25,One year,488.25,No
1,55.7,Month-to-month,55.7,Yes
63,20.6,Two year,1298.7,No
70,19.8,Two year,1378.75,No
13,79.8,Month-to-month,973.45,Yes
5,80.2,Month-to-month,384.25,No
72,116.4,Two year,8543.25,No
13,31.65,Month-to-month,389.95,No
61,94.15,Month-to-month,5731.85,No
1,20.65,Month-to-month,20.65,No
56,76.85,Month-to-month,4275.75,No
4,20.15,Month-to-month,84.5,No
35,55.25,Two year,1924.1,No
18,39.05,Month-to-month,669.85,Yes
72,82.15,Two year,5784.3,No
49,103.0,One year,5166.2,No
44,95.1,Month-to-month,4060.55,No
3,83.9,Month-to-month,267.4,Yes
37,95.15,Month-to-month,3532.85,No
61,79.8,One year,4914.8,No
70,74.8,Two year,5315.8,No
1,69.85,Month-to-month,69.85,Yes
41,20.45,Month-to-month,775.6,No
70,78.35,One year,5445.95,No
1,53.55,Month-to-month,53.55,Yes
51,19.1,One year,1007.8,No
42,20.0,Two year,833.55,No
70,93.9,Two year,6579.05,Yes
48,19.95,One year,1004.5,No
68,113.15,Two year,7856.0,Yes
48,24.0,Two year,1183.05,No
26,84.95,Month-to-month,2169.75,Yes
11,80.5,Month-to-month,896.9,Yes
1,19.3,Month-to-month,19.3,Yes
27,19.15,One year,501.35,No
46,91.3,One year,4126.35,No
1,49.65,Month-to-month,49.65,Yes
46,54.35,Two year,2460.15,Yes
25,19.15,Month-to-month,477.6,No
4,88.45,Month-to-month,370.65,Yes
13,19.75,Two year,265.75,No
31,75.5,One year,2424.45,No
23,83.75,Month-to-month,1849.95,No
2,19.4,Month-to-month,61.05,No
65,26.5,Two year,1698.55,No
22,90.5,Month-to-month,1910.6,Yes
55,19.15,One year,998.1,No
9,94.85,Month-to-month,890.6,Yes
7,69.95,Month-to-month,529.5,Yes
35,40.9,One year,1383.6,No
6,80.25,Two year,493.4,No
1,48.6,Month-to-month,48.6,Yes
17,70.8,Month-to-month,1207.0,No
10,60.2,Month-to-month,563.5,No
15,55.2,One year,864.55,No
40,55.8,Month-to-month,2109.35,Yes
13,54.15,One year,701.05,No
29,80.15,Month-to-month,2265.25,Yes
3,75.5,Month-to-month,220.6,Yes
58,100.4,Month-to-month,5749.8,No
45,62.55,One year,2796.45,No
72,70.45,Two year,5165.7,No
68,85.5,One year,5696.6,No
1,20.2,Month-to-month,20.2,Yes
38,54.5,Month-to-month,2076.05,No
2,20.75,Month-to-month,44.2,No
11,20.35,Month-to-month,215.25,No
20,91.0,One year,1859.5,No
72,104.8,Two year,7470.1,No
3,74.75,Month-to-month,229.5,Yes
23,104.05,Month-to-month,2470.1,Yes
40,51.1,Month-to-month,2092.9,No
62,89.8,Month-to-month,5629.55,No
22,20.55,Month-to-month,469.85,No
11,64.05,Month-to-month,733.95,No
7,74.85,Month-to-month,485.25,No
13,96.65,Month-to-month,1244.5,Yes
1,20.05,Month-to-month,20.05,Yes
39,103.45,Month-to-month,3994.45,Yes
3,25.0,Month-to-month,78.25,No
58,20.3,Two year,1131.5,No
6,26.35,Month-to-month,184.05,No
1,19.9,Month-to-month,19.9,Yes
22,54.7,Month-to-month,1178.75,No
14,46.35,Month-to-month,667.7,Yes
64,90.25,One year,5629.15,No
1,19.95,Month-to-month,19.95,Yes
6,20.65,Month-to-month,109.3,No
1,79.6,Month-to-month,79.6,Yes
39,25.45,One year,958.45,No
20,19.5,One year,403.15,No
1,75.9,Month-to-month,75.9,Yes
1,76.2,Month-to-month,76.2,Yes
64,66.15,One year,4392.5,No
1,19.25,Month-to-month,19.25,Yes
46,69.1,Month-to-month,3168.0,No
28,39.1,One year,1096.6,No
33,20.05,Month-to-month,669.45,No
39,59.8,One year,2343.85,No
42,84.3,Month-to-month,3588.4,Yes
1,48.6,Month-to-month,48.6,No
7,79.0,Month-to-month,522.95,Yes
70,105.35,Two year,7511.9,No
65,25.1,Two year,1725.0,No
1,49.75,Month-to-month,49.75,No
18,94.75,Month-to-month,1691.9,No
24,93.0,Month-to-month,2248.05,No
63,71.9,Two year,4479.2,No
44,77.55,One year,3471.1,No
4,19.85,Month-to-month,63.0,No
1,70.25,Month-to-month,70.25,Yes
37,95.25,Month-to-month,3314.15,No
10,84.6,Month-to-month,865.55,Yes
34,25.05,Month-to-month,852.7,No
35,53.15,One year,1930.9,No
4,20.15,Month-to-month,91.4,No
39,101.25,Month-to-month,3949.15,No
43,100.55,One year,4304.0,No
17,24.1,Month-to-month,409.9,Yes
61,25.3,Two year,1554.9,No
49,71.8,One year,3472.05,No
4,19.7,One year,117.8,No
64,49.85,Two year,3210.35,No
3,69.6,Month-to-month,207.4,No
1,19.75,Month-to-month,19.75,No
40,80.8,One year,3132.75,No
1,60.0,Month-to-month,60.0,Yes
8,86.55,Month-to-month,649.65,Yes
1,20.85,Month-to-month,20.85,Yes
34,64.2,One year,2106.3,No
1,35.0,Month-to-month,35.0,No
39,50.75,Month-to-month,2011.4,Yes
58,105.5,One year,6205.5,Yes
45,19.2,Two year,903.7,No
6,85.15,Month-to-month,503.6,Yes
43,90.65,One year,3882.3,No
41,20.0,Two year,879.8,No
5,74.65,Month-to-month,383.65,No
72,61.2,Two year,4390.25,No
4,19.95,One year,68.2,No
9,54.8,Month-to-month,452.8,No
72,73.45,Two year,5329.0,No
33,51.45,One year,1758.9,No
72,80.45,Two year,5737.6,No
22,54.2,Month-to-month,1152.7,Yes
70,109.5,One year,7674.55,Yes
21,104.4,Month-to-month,2157.95,Yes
15,85.3,Month-to-month,1219.85,No
29,79.3,Month-to-month,2414.55,No
15,76.5,Month-to-month,1155.6,No
71,105.1,Month-to-month,7548.1,Yes
72,25.4,Two year,1809.35,No
19,86.85,Month-to-month,1564.4,No
1,19.65,Month-to-month,19.65,No
1,75.7,Month-to-month,75.7,Yes
2,45.55,Month-to-month,84.4,No
11,78.1,Month-to-month,864.85,No
12,19.3,One year,228.75,No
70,110.5,Two year,7752.05,No
20,90.8,Month-to-month,1951.0,Yes
23,20.3,Month-to-month,470.6,No
49,81.35,Two year,4060.9,No
4,97.95,Month-to-month,384.5,Yes
32,108.15,Month-to-month,3432.9,Yes
2,55.3,Month-to-month,108.65,No
69,56.55,Two year,3952.65,No
6,80.5,Month-to-month,463.05,Yes
24,19.7,Two year,494.05,No
32,104.05,One year,3416.85,No
27,52.85,Two year,1498.65,No
27,104.3,Month-to-month,2867.75,Yes
58,80.65,Month-to-month,4807.35,No
1,71.35,Month-to-month,71.35,Yes
18,24.65,Two year,471.35,No
47,21.3,Two year,1041.8,No
70,110.2,Two year,7689.8,No
13,89.4,Month-to-month,1132.35,Yes
36,51.05,Month-to-month,1815.0,No
67,19.8,Two year,1311.3,No
10,19.9,Month-to-month,199.45,No
19,87.3,Month-to-month,1637.3,No
71,19.85,Two year,1326.35,No
72,89.4,Two year,6376.55,No
48,20.0,Two year,935.9,No
1,20.05,Month-to-month,20.05,No
18,83.25,Month-to-month,1611.15,No
1,20.6,Month-to-month,20.6,Yes
67,102.9,Two year,6989.7,No
69,39.1,Two year,2779.5,No
19,99.95,Month-to-month,1931.75,Yes
72,114.5,Two year,8331.95,No
38,20.2,Two year,735.9,No
40,55.8,One year,2283.3,No
61,24.2,Two year,1445.2,No
10,81.0,Month-to-month,818.05,Yes
32,72.8,One year,2333.05,No
21,99.85,Month-to-month,1992.55,No
59,99.5,One year,5890.0,No
13,70.15,Month-to-month,916.75,Yes
47,20.25,Two year,1029.8,No
69,26.0,Two year,1796.55,No
2,19.9,Month-to-month,33.7,No
22,19.05,Month-to-month,454.05,No
15,96.5,Month-to-month,1392.25,No
53,19.85,Two year,1049.6,No
28,25.7,Month-to-month,734.6,No
22,20.3,One year,475.1,No
1,70.15,Month-to-month,70.15,Yes
16,91.55,Month-to-month,1540.05,No
48,39.4,Two year,1978.65,No
30,105.7,Month-to-month,3181.8,No
3,70.25,Month-to-month,229.7,No
57,93.75,Two year,5625.55,No
68,96.55,One year,6581.9,Yes
23,60.0,One year,1347.15,No
65,59.8,Two year,3808.2,No
44,90.65,One year,3974.15,No
71,109.0,Two year,7661.8,No
37,68.1,One year,2479.25,No
12,20.4,Month-to-month,266.6,No
69,81.95,Two year,5601.4,No
35,60.55,Month-to-month,1982.6,No
5,65.6,Month-to-month,339.9,No
58,82.5,Two year,4828.05,No
72,82.3,Two year,5980.55,No
72,68.15,Two year,4808.7,No
1,20.3,Month-to-month,20.3,No
39,95.55,One year,3692.85,Yes
53,20.2,One year,1068.15,No
27,89.2,Month-to-month,2383.6,No
1,69.65,Month-to-month,69.65,Yes
1,89.3,Month-to-month,89.3,Yes
18,74.8,Month-to-month,1438.05,No
46,20.2,Two year,917.45,No
72,84.4,Two year,6096.45,No
36,87.55,Month-to-month,3078.1,Yes
4,25.15,Month-to-month,99.95,No
25,19.8,Two year,475.2,No
40,50.85,Month-to-month,2036.55,No
63,102.4,Month-to-month,6444.05,No
15,96.3,Month-to-month,1426.75,Yes
14,55.5,Month-to-month,767.55,No
72,109.75,Two year,7932.5,No
39,106.4,Month-to-month,4040.65,No
47,60.0,Two year,2768.65,No
19,88.8,Month-to-month,1672.35,No
5,85.2,Month-to-month,474.8,Yes
13,35.1,Month-to-month,446.1,Yes
17,80.05,Month-to-month,1345.65,No
34,75.55,Month-to-month,2425.4,No
42,49.55,Month-to-month,2077.95,No
5,81.3,Month-to-month,416.3,Yes
71,23.9,Two year,1663.5,No
19,66.4,Month-to-month,1286.05,No
2,19.6,Month-to-month,35.85,Yes
57,18.8,Two year,1094.35,No
72,108.4,Two year,7719.5,No
6,85.95,Month-to-month,514.6,No
17,85.45,Month-to-month,1451.6,Yes
61,80.9,Two year,4932.5,No
1,71.0,Month-to-month,71.0,Yes
48,111.8,Two year,5443.65,No
16,20.6,Month-to-month,330.25,No
9,85.05,Month-to-month,746.5,Yes
3,44.6,Month-to-month,122.7,No
1,44.4,Month-to-month,44.4,Yes
65,105.1,Two year,6631.85,No
70,115.15,Two year,8250.0,No
60,59.8,One year,3561.15,No
69,26.3,One year,1763.55,No
35,70.55,Month-to-month,2419.0,No
22,20.05,Month-to-month,470.2,No
66,79.85,Two year,5234.95,No
1,70.3,Month-to-month,70.3,Yes
1,79.35,Month-to-month,79.35,Yes
34,90.05,Month-to-month,3097.0,No
72,24.45,Two year,1709.1,No
31,59.95,One year,1848.8,No
30,25.35,One year,723.3,No
9,90.8,Month-to-month,809.75,Yes
20,70.45,Month-to-month,1470.95,Yes
19,34.3,Month-to-month,577.15,No
65,105.05,Month-to-month,6914.95,No
30,19.3,Two year,602.9,No
6,19.15,One year,124.4,No
2,51.4,Month-to-month,96.8,No
53,71.85,Month-to-month,3827.9,No
7,75.4,Month-to-month,533.05,No
61,49.7,One year,2961.4,No
70,45.25,One year,3264.45,Yes
13,78.75,Month-to-month,995.35,No
35,81.6,One year,2815.25,No
2,70.4,Month-to-month,154.8,No
3,75.8,Month-to-month,246.3,Yes
3,76.1,Month-to-month,257.6,No
62,94.0,One year,5757.2,No
72,103.95,Two year,7517.7,No
63,19.95,Two year,1234.8,No
20,71.3,Month-to-month,1389.2,Yes
35,110.8,One year,3836.3,No
21,69.1,Month-to-month,1474.75,Yes
62,96.1,One year,6001.45,No
15,48.8,Month-to-month,720.1,No
55,50.55,Month-to-month,2832.75,No
11,44.65,Month-to-month,472.25,No
17,88.25,Month-to-month,1460.65,Yes
61,19.45,One year,1336.35,No
71,89.3,Two year,6388.65,No
2,70.0,Month-to-month,153.05,Yes
35,19.25,Two year,677.9,No
17,70.5,Month-to-month,1165.6,No
21,97.35,Month-to-month,2119.5,Yes
47,19.65,Two year,921.55,No
3,20.85,Month-to-month,72.0,No
3,19.65,Month-to-month,68.35,No
44,19.35,Two year,847.25,No
1,44.0,Month-to-month,44.0,No
44,94.4,One year,4295.35,No
5,25.9,Month-to-month,135.0,Yes
24,55.65,Month-to-month,1400.55,Yes
1,69.65,Month-to-month,69.65,Yes
18,75.4,Month-to-month,1380.4,No
10,100.6,Month-to-month,1060.2,Yes
65,71.0,Two year,4386.2,No
1,86.0,Month-to-month,86.0,Yes
53,106.95,One year,5785.5,Yes
3,21.2,One year,52.05,No
33,61.05,Two year,2018.4,No
3,29.6,Month-to-month,79.45,Yes
34,79.95,One year,2727.3,No
14,19.7,Two year,263.65,No
13,20.3,Month-to-month,275.4,No
46,59.9,One year,2816.65,Yes
23,24.35,One year,538.5,No
47,19.75,Two year,948.9,No
17,50.3,Month-to-month,846.8,No
49,95.6,Month-to-month,4783.5,Yes
59,50.25,Month-to-month,2997.45,No
69,85.35,Two year,5897.4,No
11,41.6,One year,470.6,Yes
10,51.65,Month-to-month,524.5,No
12,24.0,Two year,269.65,No
45,100.85,Month-to-month,4740.0,Yes
39,59.85,Month-to-month,2341.5,No
71,25.45,Two year,1789.65,No
71,23.9,Two year,1626.4,No
33,24.15,One year,800.3,No
67,75.7,Month-to-month,5060.85,No
37,40.2,Month-to-month,1448.8,Yes
49,84.5,Month-to-month,4254.85,Yes
9,50.85,Month-to-month,466.6,No
52,91.6,Two year,4627.8,No
70,98.9,One year,6838.6,No
1,85.0,Month-to-month,85.0,No
14,78.95,Month-to-month,1101.85,Yes
1,44.3,Month-to-month,44.3,No
1,20.2,Month-to-month,20.2,Yes
52,80.2,One year,4297.6,No
6,60.9,Month-to-month,414.1,No
7,34.2,Month-to-month,256.6,No
47,85.2,Month-to-month,3969.35,Yes
26,87.15,One year,2274.1,No
25,54.3,Month-to-month,1296.8,No
69,19.1,Two year,1268.85,No
72,112.75,Two year,8192.6,No
4,19.95,Month-to-month,59.25,No
59,19.5,Two year,1147.85,No
67,65.55,Two year,4361.55,No
26,78.8,Month-to-month,2006.1,No
27,78.2,One year,2078.95,No
72,105.25,Two year,7609.75,No
6,89.25,Month-to-month,487.05,No
62,20.65,Two year,1218.45,No
20,68.7,One year,1416.2,No
6,78.65,Month-to-month,483.3,No
51,24.75,Two year,1234.6,No
61,19.75,Two year,1311.6,No
62,89.1,Month-to-month,5618.3,No
72,84.7,Two year,6185.15,No
13,98.0,Month-to-month,1237.85,Yes
5,94.45,Month-to-month,498.1,Yes
3,105.0,Month-to-month,294.45,Yes
26,93.85,Month-to-month,2381.55,Yes
13,59.9,Month-to-month,788.35,No
38,19.95,Two year,756.4,No
8,84.0,Month-to-month,613.4,Yes
34,108.9,Month-to-month,3625.2,No
18,33.6,Month-to-month,550.35,No
56,85.85,One year,4793.8,No
36,34.85,Month-to-month,1267.2,No
9,48.75,Month-to-month,442.2,Yes
1,84.85,Month-to-month,84.85,Yes
12,56.65,Month-to-month,654.85,Yes
57,95.3,Month-to-month,5567.45,No
42,73.9,One year,3160.55,Yes
33,24.5,Two year,740.3,Yes
70,84.6,Two year,5706.2,No
68,44.95,Month-to-month,3085.35,No
1,24.7,Month-to-month,24.7,No
37,100.3,Month-to-month,3541.4,No
4,25.45,Month-to-month,84.2,No
1,50.7,Month-to-month,50.7,No
20,55.0,Month-to-month,1165.55,No
72,68.4,Two year,4855.35,No
31,89.9,Month-to-month,2806.9,Yes
18,78.55,Month-to-month,1422.65,Yes
11,55.05,Month-to-month,608.15,No
33,19.8,Two year,641.35,No
62,84.45,One year,4959.15,No
1,35.9,Month-to-month,35.9,No
16,80.75,Month-to-month,1321.3,No
22,78.65,One year,1663.75,No
49,61.75,Month-to-month,3024.15,No
36,63.7,One year,2188.5,No
42,99.45,Month-to-month,4138.05,Yes
4,25.2,Month-to-month,102.5,Yes
12,74.05,One year,872.65,Yes
31,87.6,Month-to-month,2724.25,No
5,89.15,Month-to-month,413.25,No
66,20.0,Two year,1374.2,No
15,55.0,Month-to-month,757.1,Yes
64,104.4,Two year,6692.65,No
10,20.05,Month-to-month,218.5,No
7,89.75,Month-to-month,608.8,Yes
29,34.3,Month-to-month,1004.75,No
57,20.65,Two year,1125.6,No
46,84.25,Month-to-month,3847.6,No
53,19.65,Two year,978.0,No
17,79.85,One year,1387.35,No
38,20.2,Two year,746.05,No
15,19.8,One year,304.6,No
22,50.35,Month-to-month,1098.85,No
14,85.15,Month-to-month,1139.2,Yes
57,74.6,One year,4368.95,No
11,79.15,Month-to-month,827.7,No
1,20.35,Two year,20.35,No
12,21.05,Two year,262.05,No
3,94.6,Month-to-month,279.55,Yes
36,94.7,Month-to-month,3512.5,No
16,94.25,Month-to-month,1483.25,Yes
65,72.45,One year,4653.85,Yes
2,74.95,Month-to-month,151.75,No
